date,btc_price,total_volume,eth_price,total_market_cap,btc_mcap,eth_mcap,total_mcap,btc_dominance,eth_dominance,alt_dominance,fear_greed,Extreme Fear,Fear,Neutral,Greed,Extreme Greed,inflation_12m,return_1d_eth,return_7d_eth,return_30d_eth,volatility_7d_eth,volatility_30d_eth,ema_7_eth,ema_21_eth,ema_ratio_eth,month,is_jan,is_feb,is_mar,is_apr,is_may,is_jun,is_jul,is_aug,is_sep,is_oct,is_nov,is_dec,halving_year,rsi_14,sma_5,sma_20,sma_50,ema_12,ema_26,macd_line,macd_signal,macd_hist,rsi_sma_2,rsi_sma_5
2022-03-09,38732.93701302586,22556397749.428085,2576.6271539947625,1806560301572.6504,735453953725.9198,309291567872.3395,1806560301572.6504,0.407101801742068,0.171204674210484,0.4216935240474479,22.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,0.031204055152455,-0.1345689416809228,-0.1587363629501342,0.0372608513267906,0.0440353158619393,2635.870553922355,2735.403956888988,0.9636129052471528,March,0,0,1,0,0,0,0,0,0,0,0,0,0,42.66075789465705,2584.3416018602375,2714.1947650447655,2782.6653043065344,2683.6203667513614,2759.854924028635,-76.23455727727378,-56.42283476320497,-19.811722514068812,40.94502209926736,41.919761416411085
2022-03-10,41986.03444607623,29211702119.448605,2731.037685293996,1921830676431.6133,796849504897.2562,327144318378.6509,1921830676431.6133,0.4146304430819149,0.1702253598043719,0.4151441971137131,28.0,0.0,1.0,0.0,0.0,0.0,8.540780148538584,0.0599273864904505,-0.0752639093920196,-0.1329910516904666,0.0481181782480455,0.0452144663064868,2659.662336765265,2735.007023107625,0.9724517393535792,March,0,0,1,0,0,0,0,0,0,0,0,0,0,48.82383252294068,2606.6779113921384,2706.6659932013226,2773.956979782322,2690.9153388348436,2757.7203137519955,-66.80497491715187,-58.49926279399435,-8.30571212315752,45.74229520879882,43.20850832399666
2022-03-11,39468.35477300189,27653455219.04128,2611.4647225047097,1835552000770.9216,749384110700.1091,313054369877.37134,1835552000770.9216,0.4082608993836034,0.1705505317996386,0.4211885688167579,22.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,-0.0437829779622446,-0.0794674153274981,-0.1649827643666185,0.0485873316723497,0.0457998245115574,2647.612933200126,2723.7759048709963,0.9720377247134516,March,0,0,1,0,0,0,0,0,0,0,0,0,0,44.80743816006782,2595.2296601617063,2697.624036940627,2764.2458449111627,2678.6921670917463,2746.886566252196,-68.19439916044985,-60.43829006728545,-7.7561090931643974,46.815635341504205,43.29880429640748
2022-03-12,38775.17558840679,23624165274.522385,2562.832353535965,1810598036463.4983,738267961692.6816,307992205234.7309,1810598036463.4983,0.4077481289743822,0.1701052354150943,0.4221466356105235,22.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,-0.0186226406007508,-0.0215792664794219,-0.209227155380746,0.0395728533440181,0.0451864928198394,2626.4177882840854,2709.144672931448,0.9694638365112308,March,0,0,1,0,0,0,0,0,0,0,0,0,0,43.2491104986419,2596.12415605893,2687.3170720156822,2755.190716431005,2660.867580390857,2733.252920865809,-72.38534047495205,-62.82770014881877,-9.557640326133274,44.028274329354815,43.75408507603704
2022-03-13,38903.69354800599,12440826653.84724,2579.458135688364,1812940272805.1204,738456528057.6692,309539252974.5316,1812940272805.1204,0.407325348294609,0.1707388034883183,0.4219358482170726,21.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,0.0064872687163717,-0.0334423663311996,-0.1630330286422441,0.0387319212178183,0.044529143277145,2614.677875135155,2697.354987727532,0.9693488202448168,March,0,0,1,0,0,0,0,0,0,0,0,0,0,43.966569716126926,2612.28401020356,2684.6654088442274,2755.4930122972914,2648.343050436627,2721.8607145563683,-73.51766411974131,-64.96569294300328,-8.551971176738036,43.60784010738437,44.70154175848687
2022-03-14,37852.52514106289,14461647575.513742,2518.492845270615,1774053011895.4146,718551088031.3688,302103577555.32056,1774053011895.4146,0.4050336056551445,0.1702900508212831,0.4246763435235724,23.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,-0.0236349214489111,-0.0155830417696956,-0.1406113092069436,0.0364102442553866,0.0438967985647601,2590.63161766902,2681.094792958721,0.9662588672629996,March,0,0,1,0,0,0,0,0,0,0,0,0,0,41.87595264990493,2600.6571484587303,2681.8643819188574,2757.7153121705383,2628.3660957957018,2706.7964279426087,-78.43033214690695,-67.65862078378402,-10.771711363122932,42.921261183015886,44.54458070953645
2022-03-15,39669.423812004505,21250969229.2216,2591.5420409591425,1831559585008.481,751354026218.9767,310467033555.37006,1831559585008.481,0.4102263624775809,0.1695096551029938,0.4202639824194254,21.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,0.0290051233719816,0.0371732121164201,-0.1119032808686011,0.0365956320568063,0.0443113030578471,2590.85922349155,2672.953633686032,0.969287005520828,March,0,0,1,0,0,0,0,0,0,0,0,0,0,45.23613957762347,2572.7580195917594,2679.233801189514,2758.7894184325,2622.700856590077,2698.259065943834,-75.55820935375687,-69.23853849777859,-6.3196708559782735,43.556046113764154,43.82704212047301
2022-03-16,39331.84654059453,20768829817.93864,2620.363852420936,1828837594010.8745,747642430663.595,314931220494.93384,1828837594010.8745,0.4088074485738887,0.1722029454809322,0.4189896059451791,24.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,0.0111214909911807,0.0169743994036408,-0.0930598455090725,0.0350254252347744,0.0443648560236432,2598.2353807238965,2668.172744480114,0.973788292418134,March,0,0,1,0,0,0,0,0,0,0,0,0,0,46.549104411476435,2574.537845575004,2680.516945855053,2762.240065239013,2622.341317487132,2692.489050127323,-70.14773264019095,-69.42037732626108,-0.727355313929877,45.89262199454991,44.175375370754736
2022-03-17,41165.63506140341,34974203468.766266,2771.759457292368,1902226115260.2983,779761001844.4108,333204590005.1927,1902226115260.2983,0.4099202484861844,0.1751656058825569,0.4149141456312587,27.0,0.0,1.0,0.0,0.0,0.0,8.540780148538584,0.0577765582942073,0.0149107323628849,-0.055826237390071,0.0344467192544154,0.0455971144824833,2641.6163998660145,2677.589718372137,0.9865650371080776,March,0,0,1,0,0,0,0,0,0,0,0,0,0,52.932565871681646,2616.323266326285,2689.10824023532,2768.3708697878715,2645.3287236110145,2698.3609321395484,-53.03220852853383,-66.14274356671564,13.110535038181808,49.740835141579,46.112066445362686
2022-03-18,41001.70957801974,18861644942.593346,2817.401074966818,1914935395335.731,778474325709.8895,338097336083.8262,1914935395335.731,0.4065277228704656,0.1765580901096405,0.4169141870198938,25.0,1.0,0.0,0.0,0.0,0.0,8.540780148538584,0.0164666589499205,0.0788585618972446,-0.1138298078376943,0.0278064976038501,0.0429138087171713,2685.5625686412154,2690.2998416989267,0.9982391282249344,March,0,0,1,0,0,0,0,0,0,0,0,0,0,54.68941071941487,2663.9118541819757,2691.3837685013395,2775.310283046894,2671.801393050369,2707.1787204971242,-35.37732744675532,-59.98966034272358,24.612332895968265,53.81098829554821,48.25663464602027
