date,btc_mcap,eth_mcap,total_mcap,btc_dominance,eth_dominance,alt_dominance
2015-08-07,4015651480.278,0.0,4661340239.229521,0.8614800195193973,0.0,0.13851998048060266
2015-08-08,3745910822.153053,80339475.0,4458222879.973708,0.8402251127864526,0.018020515609680283,0.14175437160386709
2015-08-09,3811337988.900654,,4453009707.405478,0.8559015675538039,,
2015-08-10,3817350354.96,41556309.21112176,4496843064.867527,0.8488956140773073,0.009241218475198439,0.14186316744749428
2015-08-11,3909600811.62,64539006.306272194,4619965757.667415,0.8462402140387134,0.01396958542369315,0.13979020053759345
2015-08-12,3879202423.705,76013261.05415402,4586332402.329823,0.8458179833922186,0.01657386652034638,0.13760815008743504
2015-08-13,3821420843.637938,110468836.22388984,4545787312.282951,0.840651042628471,0.024301364897868705,0.13504759247366027
2015-08-14,3843674745.142501,110555313.2602532,4582360756.881951,0.8387979360572898,0.02412627881692146,0.13707578512578875
2015-08-15,3777139796.810643,101215246.3781064,4501610862.136005,0.8390640400708466,0.02248422830801505,0.13845173162113839
2015-08-16,3739450598.7300014,89480939.24025029,4443650795.132601,0.8415266570510103,0.020136807180767706,0.13833653576822202
2015-08-17,3729475807.200001,87313387.94547918,4429289127.871148,0.842003242401225,0.01971273164266083,0.13828402595611414
2015-08-18,3672268004.3,92957858.0620156,4368729901.95759,0.8405802342356959,0.021278005312336198,0.13814176045196785
2015-08-19,3279919634.095,90920695.86547752,3921713960.6350017,0.8363485116502268,0.02318391825056912,0.14046757009920405
2015-08-20,3406736999.8375,107749185.84108424,4097659027.531565,0.831386159011313,0.026295303029640435,0.1423185379590466
2015-08-21,3374233144.920001,102131022.8278611,4045665989.642089,0.834036510566833,0.025244551351827342,0.14071893808133962
2015-08-22,3328896176.08,100308763.78229792,4040506117.494408,0.8238809889846942,0.02482579183533107,0.15129321917997474
2015-08-23,3302029052.6449986,98488001.44464436,3944686958.801569,0.8370826600770837,0.02496725404911874,0.13795008587379762
2015-08-24,3053595830.271203,90625948.31797116,3711256048.669918,0.8227930895163068,0.024419212021345362,0.15278769846234783
2015-08-25,3217665292.1924987,84423109.08066371,3816091217.751562,0.8431835374439357,0.022122927431070617,0.13469353512499369
2015-08-26,3275815633.8700013,81454879.46968535,3885035440.852119,0.8431880953836305,0.020966315677115047,0.13584558893925447
2015-08-27,3243160210.6,82504022.8230964,3847412164.762476,0.8429458741913137,0.021444030244206984,0.13561009556447928
2015-08-28,3370431355.445,86549490.63266213,3988574544.82636,0.8450215277577894,0.02169935390700589,0.13327911833520473
2015-08-29,3324950575.2675,85515599.87435573,3944403562.161945,0.8429539530800646,0.021680235941041556,0.13536581097889383
2015-08-30,3319968528.72,96321049.6917207,3958994479.899185,0.8385888249090314,0.02432967516897712,0.13708149992199148
2015-08-31,3350144206.29,98608290.53954794,3986773217.114146,0.8403147166507318,0.024733859983870926,0.1349514233653973
2015-09-01,3308579439.8025,98446826.49425755,3941361740.0520144,0.8394508441538878,0.02497787135188417,0.135571284494228
2015-09-02,3331062656.779999,93224371.25915022,3951545536.9945273,0.8429771656670679,0.023591875732262207,0.13343095860066986
2015-09-03,3301579143.195,92075482.6329798,3902188430.764868,0.8460839864024347,0.023595857623649425,0.1303201559739159
2015-09-04,3353296684.9425,92596631.55333725,3957041452.8347383,0.8474252102009878,0.02340047044162326,0.12917431935738893
2015-09-05,3422635972.525,97402782.61913484,4066403281.116862,0.8416863099679953,0.023953055288796293,0.1343606347432084
2015-09-06,3487336313.1499987,94801706.70501994,4137980935.724391,0.8427627790748893,0.022910136169688282,0.13432708475542243
2015-09-07,3508277386.75,91718481.31789044,4158489145.732903,0.8436423094550827,0.022055722187469057,0.13430196835744826
2015-09-08,3553698013.0575,90274690.39947064,4199644407.486536,0.8461902171342094,0.021495793843531515,0.1323139890222591
2015-09-09,3472697170.03,88150718.66876175,4101184263.564337,0.84675472908693,0.021493966865109838,0.1317513040479602
2015-09-10,3485799693.18,85308945.82326,4111188820.327035,0.8478811958100998,0.020750432430022486,0.13136837175987773
2015-09-11,3504653618.529092,71394234.94958797,4143045146.144359,0.8459124858416343,0.017232309190748155,0.1368552049676176
2015-09-12,3431133648.015,75931677.01254052,4055350687.290728,0.8460756942101224,0.018723825106052285,0.1352004806838253
2015-09-13,3367623264.420001,68673818.80135794,4045001375.976571,0.832539460782499,0.016977452519352544,0.1504830866981485
2015-09-14,3364179590.25,63965969.21105757,3948248649.287279,0.852068825720307,0.0162010994982812,0.13173007478141185
2015-09-15,3360764475.475,68951445.2301325,3976801326.0328608,0.8450923744857023,0.017338418386345797,0.1375692071279519
2015-09-16,3340446394.8000016,66147947.57992838,3926669906.704585,0.8507072084405065,0.016845813157603137,0.13244697840189035
2015-09-17,3403177100.1,64693831.07862287,3993582872.096451,0.852161382170964,0.01619944624929281,0.13163917157974314
2015-09-18,3399002106.7,62003275.12077277,3998517060.771187,0.8500656756093571,0.015506567604544448,0.13442775678609847
2015-09-19,3383904198.1124988,64666306.22983543,3975378920.28102,0.8512155107652707,0.01626670250222692,0.1325177867325024
2015-09-20,3375670110.545,68666556.12460059,3976589401.940759,0.8488857584586221,0.017267700832046713,0.13384654070933116
2015-09-21,3314850054.32,66105164.81214318,3897922857.915225,0.8504144835983037,0.016959074671759673,0.1326264417299366
2015-09-22,3365879385.27,65835322.779180124,3946947536.949668,0.8527803710994505,0.01668006026501681,0.1305395686355327
2015-09-23,3366614506.8,65633959.75465384,3931437852.530673,0.8563316102359102,0.016694645118809432,0.12697374464528036
2015-09-24,3426856523.425,59927327.71396765,3991687441.913094,0.8584982099156071,0.015013031101765401,0.12648875898262749
2015-09-25,3443254571.12,54400658.247102216,3999664277.178532,0.8608858975406211,0.013601306128992872,0.12551279633038606
2015-09-26,3437534062.2749987,57158415.438244216,3993354139.134604,0.8608137276349709,0.01431338505095142,0.1248728873140777
2015-09-27,3413577894.9649987,53028193.82255717,3963207960.9236407,0.8613168747696629,0.01338011892017868,0.12530300631015842
2015-09-28,3508852288.5125,42874816.97306375,4050984078.444189,0.8661728164234358,0.010583802884145165,0.12324338069241904
2015-09-29,3479847405.18,48389042.90271223,3998275495.63214,0.8703370763174049,0.012102478419902321,0.11756044526269281
2015-09-30,3463401139.065,54065419.5075397,3985075673.1984777,0.8690929415363462,0.013566974366673954,0.11734008409697985
2015-10-01,3489093808.33,50481342.52886205,4005287684.823895,0.87112189757311,0.012603674567531501,0.11627442785935851
2015-10-02,3482919072.1399984,49792779.28891763,4010333841.805439,0.8684860686241522,0.012416118271715028,0.11909781310413274
2015-10-03,3508906579.53,50638684.01549935,4026623885.590518,0.8714264553207475,0.012575965735640845,0.11599757894361168
2015-10-04,3505203181.935,49187272.3502002,4009641756.308234,0.8741936050572054,0.012267248632079293,0.11353914631071527
2015-10-05,3530596945.8,46307572.65224096,4022815393.771453,0.8776432921248245,0.011511234824232608,0.11084547305094289
2015-10-06,3621402163.5,47605896.39364778,4135191877.10817,0.875751904898915,0.01151237906448482,0.11273571603660021
2015-10-07,3574397657.8275013,44984157.19104538,4089365341.7140727,0.8740714901078707,0.011000278388477294,0.11492823150365204
2015-10-08,3569664084.28,45977519.79859987,4081104099.856907,0.8746809679285469,0.011265951241040862,0.11405308083041225
2015-10-09,3588832044.4725,47989631.2526218,4106420517.399005,0.8739562909513359,0.011686487306716044,0.1143572217419481
2015-10-10,3607756618.6475,46490996.55001768,4107054309.513484,0.8784292455764652,0.01131979103425222,0.1102509633892826
2015-10-11,3640379548.48,47026115.24213034,4143555071.376604,0.8785642970278092,0.011349219313382255,0.11008648365880849
2015-10-12,3611362597.2775,46416611.842303865,4112527519.233746,0.8781370046492422,0.011286638600038425,0.11057635675071942
2015-10-13,3667819987.0025,44485499.29942276,4171560154.811189,0.8792441798477459,0.010663995639165424,0.11009182451308863
2015-10-14,3720285701.44,38272635.02078042,4228570527.1610255,0.879797481807102,0.009050962914050265,0.1111515552788477
2015-10-15,3749948525.34644,41527413.54435173,4250196748.371928,0.8822999845319838,0.009770703805714202,0.10792931166230202
2015-10-16,3864938757.1125,39443831.31743269,4362492752.775365,0.8859473186869303,0.00904158093840706,0.1050111003746626
2015-10-17,3983558775.515,40632190.61699083,4471562543.53966,0.8908650470002462,0.009086799127006428,0.10004815387274742
2015-10-18,3864772725.825,38382124.41691709,4339805132.172323,0.8905406137188602,0.008844204577845785,0.10061518170329405
2015-10-19,3894955159.095,36070935.31062339,4372613752.495814,0.8907613110972413,0.008249284604668023,0.10098940429809065
2015-10-20,3985078067.999999,32076052.631905656,4450481079.671443,0.8954263587823629,0.007207322547312946,0.09736631867032418
2015-10-21,3938178700.69,32590298.008333907,4397818062.27136,0.8954846801133997,0.007410560770561266,0.09710475911603908
2015-10-22,4035872003.8499994,41918540.78268511,4508340048.010127,0.8952013292855618,0.009297998894556977,0.09550067181988119
2015-10-23,4093191773.3699994,40100107.0136459,4562951671.674145,0.897049118179288,0.008788194550159062,0.09416268727055294
2015-10-24,4176382824.68,42179070.75754259,4650191965.541289,0.8981097674306145,0.009070393452592205,0.09281983911679324
2015-10-25,4203955930.025,46895926.25706037,4678224785.784068,0.8986220462940878,0.010024299473502241,0.09135365423240994
2015-10-26,4215884952.015,55226993.78944921,4696837470.662226,0.8976007746379577,0.011758336143077681,0.09064088921896458
2015-10-27,4354732830.689999,63451496.574236006,4848053037.920556,0.8982436447431784,0.013088036801150971,0.08866831845567061
2015-10-28,4486177628.595,75057962.81264551,4994125638.5313225,0.8982909028124291,0.015029250011963782,0.08667984717560714
2015-10-29,4639133966.8275,86478981.5524642,5200786215.641639,0.8920062802956715,0.016628059290799937,0.09136566041352853
2015-10-30,4816269544.724998,77447839.42741764,5384585716.862744,0.8944549865075103,0.014383249427133564,0.09116176406535612
2015-10-31,4617510889.9075,67453442.47710526,5147427317.581228,0.8970521786944365,0.013104302074691862,0.0898435192308716
2015-11-01,4806796483.202498,78742733.24541084,5370640413.766822,0.8950136506776742,0.014661702735406712,0.09032464658691905
2015-11-02,5189223756.42,71066352.05814125,5773956242.878803,0.8987293180165729,0.012308086356870048,0.0889625956265571
2015-11-03,5893149469.89,74613449.56251672,6512611447.281285,0.9048827060533633,0.011456763568117425,0.08366053037851928
2015-11-04,5985308848.63,67152505.55125615,6551151235.349296,0.9136270303658887,0.010250489286357575,0.07612248034775376
2015-11-05,5736789622.45,67532501.09696001,6275336399.530763,0.9141804131614311,0.01076157464674081,0.07505801219182813
2015-11-06,5521254799.200002,67767390.10082617,6046448632.035754,0.9131401150002117,0.011207800516451233,0.07565208448333702
2015-11-07,5733490750.499998,68761146.27837914,6270636678.483473,0.9143394912630497,0.010965576512241615,0.07469493222470869
2015-11-08,5504396533.200002,76839299.32470989,6035303307.301636,0.9120331245888949,0.012731638396987953,0.07523523701411719
2015-11-09,5641277305.399999,74277547.07634276,6165408546.310401,0.914988400691782,0.012047465552107343,0.07296413375611066
2015-11-10,4993780086.524999,69753492.14382021,5487931761.855021,0.9099566655028906,0.012710342469754445,0.077332992027355
2015-11-11,4537161821.449999,58873875.70678452,5001756606.841265,0.9071136758722314,0.01177063986405465,0.081115684263714
2015-11-12,5012582355.5,67254888.20415637,5521523366.887734,0.9078259788883942,0.01218049507994119,0.07999352603166458
2015-11-13,5005284729.2,67527257.40972713,5509211287.466817,0.9085301811870558,0.012257155132777045,0.0792126636801672
2015-11-14,4919391964.75,66066714.4889687,5423144292.428585,0.9071106537987771,0.01218236339040553,0.08070698281081738
2015-11-15,4757160338.7,68078325.7946219,5248393007.875184,0.9064032231507639,0.012971270576054567,0.08062550627318149
2015-11-16,4919473733.625,69812830.40735959,5409333592.02281,0.9094417362019953,0.012905994651598703,0.077652269146406
2015-11-17,4976968038.7,74440734.3005621,5559409319.831339,0.895233243745217,0.013390043801059872,0.09137671245372317
2015-11-18,4983266453.2,74402718.74542972,5486218635.687292,0.9083244369417508,0.013561748753767785,0.07811381430448142
2015-11-19,4837533520.000002,71212297.76056388,5328810430.424628,0.907807395883385,0.013363638787745224,0.07882896532886978
2015-11-20,4777269083.55,69388368.57982641,5258454547.43798,0.9084929879022302,0.013195582077177744,0.07831143002059204
2015-11-21,4834317690.45,72914368.80252853,5324166231.378704,0.9079952579163072,0.013694983521137582,0.07830975856255522
2015-11-22,4809449591.25,72276339.25126061,5296396734.326468,0.9080606745486953,0.013646322750490072,0.0782930027008146
2015-11-23,4802404204.000002,70839197.81949022,5289658517.259559,0.907885487944127,0.013392017195127042,0.07872249486074591
2015-11-24,4761183526.824999,67424299.39769948,5244049414.431692,0.9079211789504043,0.012857296731824633,0.07922152431777112
2015-11-25,4884311515.724998,65072847.332706206,5378348964.886256,0.9081432885097842,0.012099037782328502,0.07975767370788729
2015-11-26,5303722123.25,67132055.60740013,5817491230.388902,0.9116854522349566,0.011539691758660774,0.07677485600638266
2015-11-27,5346023825.725,65341845.39288888,5854046444.837122,0.9132185533717172,0.011161825586559196,0.07561962104172361
2015-11-28,5305804455.9,68868768.28657502,5815712789.203687,0.9123222979218845,0.01184184480609553,0.07583585727202001
2015-11-29,5534688265.600001,65463342.96555324,6055005533.256347,0.9140682424155405,0.01081144230273683,0.07512031528172265
2015-11-30,5637217098.625,65624853.97047546,6151393815.748076,0.9164129736244911,0.010668290136533027,0.07291873623897582
2015-12-01,5417967322.499998,65752486.02943543,5916216467.5710745,0.9157824687784566,0.01111394189003202,0.07310358933151138
2015-12-02,5350373990.499998,61844779.03171155,5842271572.760177,0.9158037115984696,0.010585741909031632,0.07361054649249874
2015-12-03,5383466480.7,62018808.08501765,5882031946.104438,0.9152392455578843,0.010543772739298293,0.07421698170281743
2015-12-04,5411894143.624998,63094325.07829986,5930102984.513364,0.9126138547270286,0.010639667682512854,0.07674647759045854
